,title,wine,vintage,vinyard,variety,avi,region,state,alcohol_content,size,winetype,price,score,dt_published,taster
128,Loring Wine Company 2017 Cooper Jaxon Pinot Noir,Loring Wine Company,2017,Cooper Jaxon,Pinot Noir,Santa Barbara County,Central Coast,California,14.3%,750 ml,Red,$25,92,6/1/2019,Matt Kettmann
129,Lucia 2017 Soberanes Vineyard Chardonnay,Lucia,2017,Soberanes Vineyard,Chardonnay,Santa Lucia Highlands,Central Coast,California,14.1%,750 ml,White,$65,92,6/1/2019,Matt Kettmann
130,Opolo 2016 Rhapsody Reserve Collection Red,Opolo,2016,Rhapsody Reserve Collection,Bordeaux-style Red Blend,Paso Robles,Central Coast,California,14.9%,750 ml,Red,$50,92,6/1/2019,Matt Kettmann
131,Osprey's Dominion 2013 Estate Bottled Cabernet Franc,Osprey's Dominion,2013,Estate Bottled,Cabernet Franc,North Fork of Long Island,Long Island,New York,13%,750 ml,Red,$22,92,6/1/2019,Alexander Peartree
132,Paradise Springs 2017 Sanford & Benedict Vineyard Chardonnay,Paradise Springs,2017,Sanford & Benedict Vineyard,Chardonnay,Sta. Rita Hills,Central Coast,California,14.1%,750 ml,White,$49,92,6/1/2019,Matt Kettmann
133,Sanglier Cellars 2015 Left Tusque Cabernet Sauvignon,Sanglier Cellars,2015,Left Tusque,Cabernet Sauvignon,Sonoma County,Sonoma,California,14.3%,750 ml,Red,$55,92,6/1/2019,Virginie Boone
134,Soquel Vineyards 2017 Coast Grade Vineyard Pinot Noir,Soquel Vineyards,2017,Coast Grade Vineyard,Pinot Noir,Ben Lomond Mountain,Central Coast,California,13.3%,750 ml,Red,$50,92,6/1/2019,Matt Kettmann
135,Stasis 2016 Murmur Vineyard Gamay Noir,Stasis,2016,Murmur Vineyard,"Gamay Noir, Gamay",Santa Maria Valley,Central Coast,California,14.5%,750 ml,Red,$42,92,6/1/2019,Matt Kettmann
136,The Paring 2015 Red,The Paring,2015,Murmur Vineyard,Bordeaux-style Red Blend,California,California Other,California,14.5%,750 ml,Red,$25,92,6/1/2019,Matt Kettmann
137,Alexana 2016 Signature Pinot Noir,Alexana,2016,Signature,Pinot Noir,Dundee Hills,Willamette Valley,Oregon,14.1%,750 ml,Red,$75,92,6/1/2019,Paul Gregutt
138,Brick Barn 2017 Rose of Grenache,Brick Barn,2017,Rose of,Grenache,Santa Ynez Valley,Central Coast,California,13.3%,750 ml,Rose,$30,92,6/1/2019,Matt Kettmann
139,Caraccioli 2018 Escolle Vineyard Rosé of Pinot Noir,Caraccioli,2018,Escolle Vineyard Rosé of,Pinot Noir,Santa Lucia Highlands,Central Coast,California,12.9%,500 ml,Rose,$25,92,6/1/2019,Matt Kettmann
140,De Loach 2015 Forgotten Vines Zinfandel,De Loach,2015,Forgotten Vines,Zinfandel,Sonoma County,Sonoma,California,15.5%,750 ml,Red,$36,92,6/1/2019,Virginie Boone
141,De Loach 2015 Saitone Vineyard Zinfandel,De Loach,2015,Saitone Vineyard,Zinfandel,Russian River Valley,Sonoma,California,16%,750 ml,Red,$45,92,6/1/2019,Virginie Boone
142,Dutton-Goldfield 2017 Dutton Ranch Pinot Noir,Dutton-Goldfield,2017,Dutton Ranch,Pinot Noir,Russian River Valley,Sonoma,California,13.5%,750 ml,Red,$45,92,6/1/2019,Virginie Boone
143,Goat Bubbles 2015 Solomon Hills Vineyard Rosé Sparkling,Goat Bubbles,2015,Solomon Hills Vineyard Rosé,"Sparkling Blend, Sparkling",Santa Maria Valley,Central Coast,California,12.8%,750 ml,Sparkling,$42,92,6/1/2019,Matt Kettmann
144,Las Positas 2015 Coccineous Estate Red,Las Positas,2015,Coccineous Estate,"Red Blends, Red Blends",Livermore Valley,Central Coast,California,14.1%,750 ml,Red,$48,92,6/1/2019,Jim Gordon
145,Lenné Estate 2016 South Slope Select Pinot Noir,Lenné Estate,2016,South Slope Select,Pinot Noir,Yamhill-Carlton,Willamette Valley,Oregon,14%,750 ml,Red,$55,92,6/1/2019,Paul Gregutt
146,Patricia Green Cellars 2017 Estate Vineyard Old Vine Pinot Noir,Patricia Green Cellars,2017,Estate Vineyard Old Vine,Pinot Noir,Ribbon Ridge,Willamette Valley,Oregon,13.6%,750 ml,Red,$42,92,6/1/2019,Paul Gregutt
147,Steele 2016 Cabernet Franc,Steele,2016,Estate Vineyard Old Vine,Cabernet Franc,Lake County,Lake County,California,14.2%,750 ml,Red,$20,92,6/1/2019,Jim Gordon
148,Whitcraft 2017 Stolpman Vineyard Grenache,Whitcraft,2017,Stolpman Vineyard,Grenache,Ballard Canyon,Central Coast,California,11.07%,750 ml,Red,$45,92,6/1/2019,Matt Kettmann
149,Alexana 2016 Revana Vineyard Single Clone Pommard Pinot Noir,Alexana,2016,Revana Vineyard Single Clone Pommard,Pinot Noir,Dundee Hills,Willamette Valley,Oregon,13.9%,750 ml,Red,$75,92,6/1/2019,Paul Gregutt
150,Anaba 2016 Soberanes Vineyard Pinot Noir,Anaba,2016,Soberanes Vineyard,Pinot Noir,Santa Lucia Highlands,Central Coast,California,14.4%,750 ml,Red,$56,92,6/1/2019,Matt Kettmann
151,Aperture 2017 Chenin Blanc,Aperture,2017,Soberanes Vineyard,Chenin Blanc,North Coast,North Coast,California,13%,750 ml,White,$30,92,6/1/2019,Virginie Boone
152,Ayoub 2016 Estate Vineyard Pinot Noir,Ayoub,2016,Estate Vineyard,Pinot Noir,Dundee Hills,Willamette Valley,Oregon,13.9%,750 ml,Red,$65,92,6/1/2019,Paul Gregutt
153,Boheme 2015 English Hill Vineyard Chardonnay,Boheme,2015,English Hill Vineyard,Chardonnay,Sonoma Coast,Sonoma,California,13.7%,750 ml,White,$49,92,6/1/2019,Virginie Boone
154,Boheme 2015 Stuller Vineyard Pinot Noir,Boheme,2015,Stuller Vineyard,Pinot Noir,Sonoma Coast,Sonoma,California,13.5%,750 ml,Red,$55,92,6/1/2019,Virginie Boone
155,Boheme 2015 Taylor Ridge Vineyard Chardonnay,Boheme,2015,Taylor Ridge Vineyard,Chardonnay,Sonoma Coast,Sonoma,California,13.7%,750 ml,White,$49,92,6/1/2019,Virginie Boone
156,Boheme 2015 Taylor Ridge Vineyard Pinot Noir,Boheme,2015,Taylor Ridge Vineyard,Pinot Noir,Sonoma Coast,Sonoma,California,13.7%,750 ml,Red,$55,92,6/1/2019,Virginie Boone
157,Brick Barn 2016 Estate Grown Chardonnay,Brick Barn,2016,Estate Grown,Chardonnay,Santa Ynez Valley,Central Coast,California,13.5%,750 ml,White,$30,92,6/1/2019,Matt Kettmann
158,Carlisle 2016 Rossi Ranch Grenache,Carlisle,2016,Rossi Ranch,Grenache,Sonoma Valley,Sonoma,California,15.1%,750 ml,Red,$40,92,6/1/2019,Virginie Boone
159,Clementine Carter 2017 Graciano,Clementine Carter,2017,Rossi Ranch,"Graciano, Spanish Red",Santa Ynez Valley,Central Coast,California,14.5%,750 ml,Red,$45,92,6/1/2019,Matt Kettmann
160,Dry Creek Vineyard 2017 The Mariness Meritage,Dry Creek Vineyard,2017,The Mariness,"Meritage, Bordeaux-style Red Blend",Dry Creek Valley,Sonoma,California,13.9%,750 ml,White,$35,92,6/1/2019,Virginie Boone
161,Écluse 2016 Ensemble Red,Écluse,2016,Ensemble,Bordeaux-style Red Blend,Paso Robles,Central Coast,California,13.4%,750 ml,Red,$48,92,6/1/2019,Matt Kettmann
162,Flying Goat Cellars 2015 Dierberg Vineyard Pinot Noir,Flying Goat Cellars,2015,Dierberg Vineyard,Pinot Noir,Santa Maria Valley,Central Coast,California,14.8%,750 ml,Red,$46,92,6/1/2019,Matt Kettmann
163,Goat Bubbles 2015 Brut Cuvée Sparkling,Goat Bubbles,2015,Brut Cuvée,"Sparkling Blend, Sparkling",Santa Barbara County,Central Coast,California,12.9%,750 ml,Sparkling,$44,92,6/1/2019,Matt Kettmann
164,Grgich Hills 2015 Estate Grown Cabernet Sauvignon,Grgich Hills,2015,Estate Grown,Cabernet Sauvignon,Napa Valley,Napa,California,14.6%,750 ml,Red,$72,92,6/1/2019,Virginie Boone
165,Heitz 2014 Cabernet Sauvignon,Heitz,2014,Estate Grown,Cabernet Sauvignon,Napa Valley,Napa,California,14.5%,750 ml,Red,$57,92,6/1/2019,Virginie Boone
166,Le Cadeau 2016 Trajet Reserve Pinot Noir,Le Cadeau,2016,Trajet Reserve,Pinot Noir,Chehalem Mountains,Willamette Valley,Oregon,13.9%,750 ml,Red,$80,92,6/1/2019,Paul Gregutt
167,Left Coast 2013 Estate Blanc de Noir Sparkling,Left Coast,2013,Estate Blanc de Noir,"Sparkling Blend, Sparkling",Willamette Valley,Willamette Valley,Oregon,11.3%,750 ml,Sparkling,$55,92,6/1/2019,Paul Gregutt
168,Maritana 2017 Le Russe Pinot Noir,Maritana,2017,Le Russe,Pinot Noir,Russian River Valley,Sonoma,California,13.5%,750 ml,Red,$55,92,6/1/2019,Virginie Boone
169,Ayoub 2016 Estate Whole Cluster Pinot Noir,Ayoub,2016,Estate Whole Cluster,Pinot Noir,Dundee Hills,Willamette Valley,Oregon,13.3%,750 ml,Red,$75,92,6/1/2019,Paul Gregutt
170,Casa Dumetz 2017 Hayes Ranch Pinot Noir,Casa Dumetz,2017,Hayes Ranch,Pinot Noir,Sta. Rita Hills,Central Coast,California,14.5%,750 ml,Red,$45,92,6/1/2019,Matt Kettmann
171,Casa Dumetz 2017 Hayes Ranch Pinot Noir,Casa Dumetz,2017,Hayes Ranch,Pinot Noir,Sta. Rita Hills,Central Coast,California,14.5%,750 ml,Red,$45,92,6/1/2019,Matt Kettmann
172,Fess Parker 2017 Bien Nacido Vineyard Chardonnay,Fess Parker,2017,Bien Nacido Vineyard,Chardonnay,Santa Maria Valley,Central Coast,California,14.1%,750 ml,White,$40,92,6/1/2019,Matt Kettmann
173,Kevin White 2017 Red,Kevin White,2017,Bien Nacido Vineyard,Rhône-style Red Blend,Yakima Valley,Columbia Valley,Washington,14.8%,750 ml,Red,$20,92,6/1/2019,Sean P. Sullivan
174,Laetitia 2016 Reserve du Domaine Pinot Noir,Laetitia,2016,Reserve du Domaine,Pinot Noir,Arroyo Grande Valley,Central Coast,California,14.5%,750 ml,Red,$44,92,6/1/2019,Matt Kettmann
175,Le Cadeau 2016 Merci Reserve Pinot Noir,Le Cadeau,2016,Merci Reserve,Pinot Noir,Chehalem Mountains,Willamette Valley,Oregon,14.1%,750 ml,Red,$80,92,6/1/2019,Paul Gregutt
176,Morell-Peña 2017 Blanc de Blancs Methode Champenoise Zero Dosage Sparkling,Morell-Peña,2017,Blanc de Blancs Methode Champenoise Zero Dosage,"Sparkling Blend, Sparkling",Columbia Valley (WA),Columbia Valley,Washington,12%,750 ml,Sparkling,$45,92,6/1/2019,Sean P. Sullivan
177,Pellegrini 2018 Sauvignon Blanc,Pellegrini,2018,Blanc de Blancs Methode Champenoise Zero Dosage,Sauvignon Blanc,Russian River Valley,Sonoma,California,13.8%,750 ml,White,$25,92,6/1/2019,Virginie Boone
178,Robert Mondavi 2017 Pinot Noir,Robert Mondavi,2017,Blanc de Blancs Methode Champenoise Zero Dosage,Pinot Noir,Napa Valley,Napa,California,13.5%,750 ml,Red,$28,92,6/1/2019,Virginie Boone
179,Two Sisters 2016 Reserve Courtney's Vineyard Chardonnay,Two Sisters,2016,Reserve Courtney's Vineyard,Chardonnay,Sta. Rita Hills,Central Coast,California,14.5%,750 ml,White,$55,92,6/1/2019,Matt Kettmann
180,Zaca Mesa 2015 Z Cuvée Estate Vineyard Red,Zaca Mesa,2015,Z Cuvée Estate Vineyard,Rhône-style Red Blend,Santa Ynez Valley,Central Coast,California,14.1%,750 ml,Red,$22,92,6/1/2019,Matt Kettmann
181,Axr 2015 Cabernet Sauvignon,Axr,2015,Z Cuvée Estate Vineyard,Cabernet Sauvignon,Napa Valley,Napa,California,14.2%,750 ml,Red,$84,92,6/1/2019,Virginie Boone
182,Barra 2017 Estate Grown Cabernet Sauvignon,Barra,2017,Estate Grown,Cabernet Sauvignon,Mendocino,Mendocino County,California,14%,750 ml,Red,$20,92,6/1/2019,Jim Gordon
183,De Loach 2016 Stubbs Vineyard Petaluma Gap Chardonnay,De Loach,2016,Stubbs Vineyard Petaluma Gap,Chardonnay,Marin County,North Coast,California,14.5%,750 ml,White,$50,92,6/1/2019,Jim Gordon
184,Dry Creek Vineyard 2015 Spencer's Hill Zinfandel,Dry Creek Vineyard,2015,Spencer's Hill,Zinfandel,Dry Creek Valley,Sonoma,California,14.5%,750 ml,Red,$42,92,6/1/2019,Virginie Boone
185,Dutton-Goldfield 2017 Dutton Ranch Chardonnay,Dutton-Goldfield,2017,Dutton Ranch,Chardonnay,Russian River Valley,Sonoma,California,13.5%,750 ml,White,$39,92,6/1/2019,Virginie Boone
186,Jeff Cohn 2016 The Imposter Red,Jeff Cohn,2016,The Imposter,"Red Blends, Red Blends",California,California Other,California,14.8%,750 ml,Red,$35,92,6/1/2019,Jim Gordon
187,Las Positas 2015 Estate Tempranillo,Las Positas,2015,Estate,Tempranillo,Livermore Valley,Central Coast,California,14.2%,750 ml,Red,$42,92,6/1/2019,Jim Gordon
188,Lucia 2017 Chardonnay,Lucia,2017,Estate,Chardonnay,Santa Lucia Highlands,Central Coast,California,14.1%,750 ml,White,$45,92,6/1/2019,Matt Kettmann
189,Maritana 2017 Dutton Ranch Shop Block 1967 Chardonnay,Maritana,2017,Dutton Ranch Shop Block 1967,Chardonnay,Russian River Valley,Sonoma,California,14%,750 ml,White,$70,92,6/1/2019,Virginie Boone
190,Nathan K. 2016 Pinot Noir,Nathan K.,2016,Dutton Ranch Shop Block 1967,Pinot Noir,Finger Lakes,Finger Lakes,New York,12%,750 ml,Red,$33,92,6/1/2019,Alexander Peartree
191,Paradise Springs 2016 Sauvignon Blanc,Paradise Springs,2016,Dutton Ranch Shop Block 1967,Sauvignon Blanc,Happy Canyon of Santa Barbara,Central Coast,California,13.9%,750 ml,White,$32,92,6/1/2019,Matt Kettmann
192,Patricia Green Cellars 2017 Freedom Hill Vineyard Pinot Noir,Patricia Green Cellars,2017,Freedom Hill Vineyard,Pinot Noir,Willamette Valley,Willamette Valley,Oregon,13.8%,750 ml,Red,$37,92,6/1/2019,Paul Gregutt
193,Peloton 2016 Petite Sirah,Peloton,2016,Freedom Hill Vineyard,Petite Sirah,Paso Robles,Central Coast,California,14.9%,750 ml,Red,$34,92,6/1/2019,Matt Kettmann
194,Stolo 2017 Chardonnay,Stolo,2017,Freedom Hill Vineyard,Chardonnay,San Luis Obispo County,Central Coast,California,13.5%,750 ml,White,$30,92,6/1/2019,Matt Kettmann
195,Thomas Allen 2016 Petite Sirah,Thomas Allen,2016,Freedom Hill Vineyard,Petite Sirah,Lodi,Central Valley,California,14.5%,750 ml,Red,$25,92,6/1/2019,Jim Gordon
196,Toca Madera 2016 Contigo Viognier-Marsanne,Toca Madera,2016,Contigo,"Viognier-Marsanne, Rhône-style White Blend",Madera,Central Valley,California,14.4%,750 ml,White,$22,92,6/1/2019,Jim Gordon
197,Alexana 2016 Terroir Series Pinot Noir,Alexana,2016,Terroir Series,Pinot Noir,Willamette Valley,Willamette Valley,Oregon,14.1%,750 ml,Red,$34,91,6/1/2019,Paul Gregutt
198,Aubichon Cellars 2017 Reserve Pinot Noir,Aubichon Cellars,2017,Reserve,Pinot Noir,Willamette Valley,Willamette Valley,Oregon,13.9%,750 ml,Red,$50,91,6/1/2019,Paul Gregutt
199,Carlisle 2016 The Integral Red,Carlisle,2016,The Integral,Rhône-style Red Blend,Sonoma County,Sonoma,California,14.5%,750 ml,Red,$47,91,6/1/2019,Virginie Boone
200,Carlisle 2016 The Integral Red,Carlisle,2016,The Integral,Rhône-style Red Blend,Sonoma County,Sonoma,California,14.5%,750 ml,Red,$47,91,6/1/2019,Virginie Boone
201,Fess Parker 2016 Rodney's Vineyard Syrah,Fess Parker,2016,Rodney's Vineyard,Syrah,Santa Barbara County,Central Coast,California,14.5%,750 ml,Red,$54,91,6/1/2019,Matt Kettmann
202,Foxen 2017 Vogelzang Vineyard Sauvignon Blanc,Foxen,2017,Vogelzang Vineyard,Sauvignon Blanc,Happy Canyon of Santa Barbara,Central Coast,California,13.7%,750 ml,White,$28,91,6/1/2019,Matt Kettmann
203,Graziano 2015 Vincenzo Vineyard 100th Anniversary Red,Graziano,2015,Vincenzo Vineyard 100th Anniversary,"Red Blends, Red Blends",Mendocino County,Mendocino County,California,14.5%,750 ml,Red,$40,91,6/1/2019,Jim Gordon
204,Left Coast 2016 Right Bank Estate Pinot Noir,Left Coast,2016,Right Bank Estate,Pinot Noir,Willamette Valley,Willamette Valley,Oregon,14.1%,750 ml,Red,$42,91,6/1/2019,Paul Gregutt
205,Macari 2015 Pinot Meunier,Macari,2015,Right Bank Estate,"Pinot Meunier, Other Red",North Fork of Long Island,Long Island,New York,13%,750 ml,Red,$35,91,6/1/2019,Alexander Peartree
206,Nelle 2016 Syrah,Nelle,2016,Right Bank Estate,Syrah,California,California Other,California,15.8%,750 ml,Red,$39,91,6/1/2019,Matt Kettmann
207,Pointelle 2015 Pinot Noir,Pointelle,2015,Right Bank Estate,Pinot Noir,Willamette Valley,Willamette Valley,Oregon,14%,750 ml,Red,$50,91,6/1/2019,Paul Gregutt
208,Sanguis 2016 Souplesse No. 6 Rosé,Sanguis,2016,Souplesse No. 6,Rosé,Central Coast,Central Coast,California,14.9%,750 ml,Rose,$45,91,6/1/2019,Matt Kettmann
209,Sherwood House Vineyards 2014 Estate Grown Cabernet Franc,Sherwood House Vineyards,2014,Estate Grown,Cabernet Franc,North Fork of Long Island,Long Island,New York,12.5%,750 ml,Red,$40,91,6/1/2019,Alexander Peartree
210,Trentadue 2016 La Storia Petite Sirah,Trentadue,2016,La Storia,Petite Sirah,Alexander Valley,Sonoma,California,14.8%,750 ml,Red,$34,91,6/1/2019,Virginie Boone
211,Vinum Cellars 2016 Pets Petite Sirah,Vinum Cellars,2016,Pets,Petite Sirah,Clarksburg,Central Valley,California,14.5%,750 ml,Red,$15,91,6/1/2019,Jim Gordon
212,Anarchist Wine Co. 2013 Conspiracy Theory Red,Anarchist Wine Co.,2013,Conspiracy Theory,"Red Blends, Red Blends",California,California Other,California,14.5%,750 ml,Red,$36,91,6/1/2019,Jim Gordon
213,Bevela 2015 Old Fashioned Superstition Tierra Alta Vineyard Syrah,Bevela,2015,Old Fashioned Superstition Tierra Alta Vineyard,Syrah,Ballard Canyon,Central Coast,California,13.5%,750 ml,Red,$40,91,6/1/2019,Matt Kettmann
214,Billsboro 2016 Sawmill Creek Vineyards Pinot Noir,Billsboro,2016,Sawmill Creek Vineyards,Pinot Noir,Finger Lakes,Finger Lakes,New York,13.2%,750 ml,Red,$28,91,6/1/2019,Alexander Peartree
215,Bushong 2016 Derbyshire Vineyard Pinot Noir,Bushong,2016,Derbyshire Vineyard,Pinot Noir,San Luis Obispo,Central Coast,California,14.5%,750 ml,Red,$47,91,6/1/2019,Matt Kettmann
216,Calla Lily 2013 Audax Cabernet Sauvignon,Calla Lily,2013,Audax,Cabernet Sauvignon,Napa Valley,Napa,California,14.1%,750 ml,Red,$120,91,6/1/2019,Virginie Boone
217,Chalone 2017 Chenin Blanc,Chalone,2017,Audax,Chenin Blanc,Chalone,Central Coast,California,13.5%,750 ml,White,$40,91,6/1/2019,Matt Kettmann
218,Dobbes Family Estate 2017 Quailhurst Vineyard Rosé of Pinot Noir,Dobbes Family Estate,2017,Quailhurst Vineyard Rosé of,Pinot Noir,Chehalem Mountains,Willamette Valley,Oregon,14.2%,750 ml,Rose,$24,91,6/1/2019,Paul Gregutt
219,Écluse 2016 Cabernet Sauvignon,Écluse,2016,Quailhurst Vineyard Rosé of,Cabernet Sauvignon,Paso Robles,Central Coast,California,14.1%,750 ml,Red,$45,91,6/1/2019,Matt Kettmann
220,Eternal 2016 Eternal Foundation Syrah,Eternal,2016,Eternal Foundation,Syrah,Walla Walla Valley (WA),Columbia Valley,Washington,15%,750 ml,Red,$59,91,6/1/2019,Sean P. Sullivan
221,Fess Parker 2017 Sierra Madre Vineyard Chardonnay,Fess Parker,2017,Sierra Madre Vineyard,Chardonnay,Santa Maria Valley,Central Coast,California,14.1%,750 ml,White,$40,91,6/1/2019,Matt Kettmann
222,Foxen 7200 2016 Los Porteros Cabernet Sauvignon,Foxen 7200,7200,Los Porteros,Cabernet Sauvignon,Happy Canyon of Santa Barbara,Central Coast,California,14.7%,750 ml,Red,$75,91,6/1/2019,Matt Kettmann
223,Frank Family 2015 Reserve Cabernet Sauvignon,Frank Family,2015,Reserve,Cabernet Sauvignon,Rutherford,Napa,California,14.5%,750 ml,Red,$95,91,6/1/2019,Virginie Boone
224,Gramercy 2016 Les Collines Vineyard Syrah,Gramercy,2016,Les Collines Vineyard,Syrah,Walla Walla Valley (WA),Columbia Valley,Washington,12.5%,750 ml,Red,$54,91,6/1/2019,Sean P. Sullivan
225,Graziano 2015 Old Vine Carignane,Graziano,2015,Old Vine,"Carignane, Carignan",Mendocino County,Mendocino County,California,13.5%,750 ml,Red,$19,91,6/1/2019,Jim Gordon
226,Hosmer 2017 Pinot Noir,Hosmer,2017,Old Vine,Pinot Noir,Cayuga Lake,Finger Lakes,New York,12.5%,750 ml,Red,$20,91,6/1/2019,Alexander Peartree
227,Le Cadeau 2017 Pinot Noir,Le Cadeau,2017,Old Vine,Pinot Noir,Willamette Valley,Willamette Valley,Oregon,14.1%,750 ml,Red,$38,91,6/1/2019,Paul Gregutt
228,Lucas & Lewellen 2016 High 9 Goodchild Vineyard Pinot Noir,Lucas & Lewellen,2016,High 9 Goodchild Vineyard,Pinot Noir,Santa Maria Valley,Central Coast,California,14.5%,750 ml,Red,$35,91,6/1/2019,Matt Kettmann
229,Proteus 2015 Sirens White,Proteus,2015,Sirens,White Blend,Willamette Valley,Willamette Valley,Oregon,13.8%,750 ml,White,$17,91,6/1/2019,Paul Gregutt
230,Roots Run Deep Winery 2014 The Graduate Cabernet Sauvignon,Roots Run Deep Winery,2014,The Graduate,Cabernet Sauvignon,Howell Mountain,Napa,California,15.5%,750 ml,Red,$125,91,6/1/2019,Virginie Boone
231,Soquel Vineyards 2017 Partners' Reserve Pinot Noir,Soquel Vineyards,2017,Partners' Reserve,Pinot Noir,Santa Lucia Highlands,Central Coast,California,14.9%,750 ml,Red,$40,91,6/1/2019,Matt Kettmann
232,Square Peg 2017 Proprietor's Cuvée Rosé,Square Peg,2017,Proprietor's Cuvée,Rosé,Sonoma County,Sonoma,California,12.9%,750 ml,Rose,$40,91,6/1/2019,Virginie Boone
233,Sweet Cheeks 2015 Vintner's Reserve Pinot Noir,Sweet Cheeks,2015,Vintner's Reserve,Pinot Noir,Willamette Valley,Willamette Valley,Oregon,13.7%,750 ml,Red,$48,91,6/1/2019,Paul Gregutt
234,Tumwater 2016 Prince Hill Vineyard Reserve Pinot Noir,Tumwater,2016,Prince Hill Vineyard Reserve,Pinot Noir,Dundee Hills,Willamette Valley,Oregon,13%,750 ml,Red,$55,91,6/1/2019,Paul Gregutt
235,Vie Winery 2014 Thompson Vineyard Syrah,Vie Winery,2014,Thompson Vineyard,Syrah,Santa Barbara County,Central Coast,California,14.3%,750 ml,Red,$49,91,6/1/2019,Matt Kettmann
236,Wilson Creek 2016 Christopher Crest Vineyard Family Reserve Estate Grown Mourvèdre,Wilson Creek,2016,Christopher Crest Vineyard Family Reserve Estate Grown,Mourvèdre,Temecula Valley,South Coast,California,16.3%,750 ml,Red,$60,91,6/1/2019,Matt Kettmann
237,Ayoub 2016 Memoirs Pinot Noir,Ayoub,2016,Memoirs,Pinot Noir,Willamette Valley,Willamette Valley,Oregon,13.6%,750 ml,Red,$39,91,6/1/2019,Paul Gregutt
238,Chalone 2016 Estate Grown Pinot Noir,Chalone,2016,Estate Grown,Pinot Noir,Chalone,Central Coast,California,14.1%,750 ml,Red,$35,91,6/1/2019,Matt Kettmann
239,Lenné Estate 2016 Pinot Noir,Lenné Estate,2016,Estate Grown,Pinot Noir,Yamhill-Carlton,Willamette Valley,Oregon,14%,750 ml,Red,$40,91,6/1/2019,Paul Gregutt
240,Shalestone 2016 Cabernet Franc,Shalestone,2016,Estate Grown,Cabernet Franc,Finger Lakes,Finger Lakes,New York,12.4%,750 ml,Red,$20,91,6/1/2019,Alexander Peartree
241,Simple Machine 2017 Pinot Noir,Simple Machine,2017,Estate Grown,Pinot Noir,Rogue Valley,Southern Oregon,Oregon,14.2%,750 ml,Red,$39,91,6/1/2019,Paul Gregutt
242,Sol Rouge 2016 White,Sol Rouge,2016,Estate Grown,White Blend,Lake County,Lake County,California,13.5%,750 ml,White,$32,91,6/1/2019,Jim Gordon
243,Spann Vineyards 2016 Lake Family Petite Sirah,Spann Vineyards,2016,Lake Family,Petite Sirah,Clarksburg,Central Valley,California,14.2%,750 ml,Red,$28,91,6/1/2019,Jim Gordon
244,Stag's Leap Wine Cellars 2016 Arcadia Vineyard Chardonnay,Stag's Leap Wine Cellars,2016,Arcadia Vineyard,Chardonnay,Napa Valley,Napa,California,14.5%,750 ml,White,$65,91,6/1/2019,Virginie Boone
245,Trombetta 2011 Gap's Crown Vineyard Pinot Noir,Trombetta,2011,Gap's Crown Vineyard,Pinot Noir,Sonoma Coast,Sonoma,California,14.2%,750 ml,Red,$58,91,6/1/2019,Virginie Boone
246,Ancient Peaks 2016 Renegade Red,Ancient Peaks,2016,Renegade,"Red Blends, Red Blends",Santa Margarita Ranch,Central Coast,California,14.5%,750 ml,Red,$26,91,6/1/2019,Matt Kettmann
